PorcentajeCumplimiento,CombinedFeature
1.091,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.01,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_Valvula_no troquel_no zipper
1.006,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.02,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.071,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 3_Si_menor igual 70_No valvula_no troquel_no zipper
1.047,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.032,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.015,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.024,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.998,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.03,PET MATE/BOPP METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_No valvula_no troquel_no zipper
1.036,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.019,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.893,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.083,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.036,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.046,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.073,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
0.939,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.02,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.051,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.035,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.943,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.037,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.956,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.031,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.975,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.977,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.074,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.08,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
1.132,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_mayor 70_No valvula_no troquel_no zipper
1.079,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.961,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.956,FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 6_NO_mayor 70_nan_nan_nan
1.0,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.018,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.001,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.017,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.956,PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_NO_menor igual 100_nan_nan_nan
1.004,PET METALIZADO/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 100_No valvula_Grado bajo_no zipper
0.899,PAPEL/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.056,BOPP MATE/PET METALIZADO/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.108,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
1.129,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.01,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.093,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.034,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.01,BOPA/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.957,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.093,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.138,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.024,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.092,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
0.86,PET/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.073,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.084,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.953,PET/FOIL/BOPA/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 1_Si_mayor 100_nan_nan_nan
1.072,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.039,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.049,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.091,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.876,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.941,PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_NO_menor igual 100_nan_nan_nan
1.036,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
1.104,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.991,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.011,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.02,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.991,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.935,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
0.969,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
0.959,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.002,PEADTS_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.014,PET METALIZADO/FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 100_No valvula_no troquel_no zipper
1.056,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.063,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.911,PET/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_Valvula_Grado alto_no zipper
1.057,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
1.148,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.972,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.015,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.037,PET/FOIL/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado alto_no zipper
0.988,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.03,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.031,PAPEL_ROLLO_nan_nan_Grupo 1_NO_menor igual 100_nan_nan_nan
0.924,PET/FOIL/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
0.933,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.059,PAPEL SEPARADOR_ROLLO_nan_nan_Grupo 1_NO_menor igual 100_nan_nan_nan
1.078,PEADTS_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_zipper
1.051,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.127,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.008,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
0.93,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
0.97,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_NO_menor igual 100_nan_nan_nan
1.103,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.015,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.826,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.948,BOPP MATE/FOIL/PEBD_BOLSA_FLOW PACK_FLOW PACK_Grupo 1_Si_mayor 100_No valvula_no troquel_no zipper
1.107,PET/BOPP METALIZADO/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.041,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.052,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.979,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.95,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_FLOW PACK 4 SELLES_Grupo 1_Si_mayor 100_No valvula_no troquel_no zipper
1.046,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.08,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.975,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.095,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.015,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.065,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
0.941,PET/FLEXIBLE PCR (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.028,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.993,PET/FLEXIBLE PCR (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.054,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.036,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.096,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.975,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
0.991,PET/FOIL/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 100_No valvula_no troquel_no zipper
0.961,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 4_NO_menor igual 70_No valvula_no troquel_no zipper
1.005,PET/BOPP METALIZADO/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado alto_no zipper
1.071,PET/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_Valvula_Grado alto_no zipper
1.078,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.066,BOPA/FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_menor igual 100_Valvula_no troquel_no zipper
1.06,PET/FLEXIBLE (PA-PE)_BOLSA_FLOW PACK_FLOW PACK_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
0.862,BOPP MATE/PET METALIZADO/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.001,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.984,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.073,PET/FLEXIBLE PCR (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.082,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.054,PET/FOIL/PEBD_BOLSA_FLOW PACK_FLOW PACK 4 SELLES_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.026,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.068,PET/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.023,PET/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.049,PET MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.065,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.01,PET/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.034,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.019,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.021,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_no troquel_no zipper
0.98,PET/PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_zipper
1.014,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.024,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.01,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.08,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.056,PET/BOPP METALIZADO/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado alto_no zipper
1.017,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.077,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.053,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.962,BOPA/FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.97,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.076,BOPP MATE/BOPP METALIZADO_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
0.977,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.038,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.945,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.107,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.966,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_Valvula_Grado alto_no zipper
1.019,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.846,PET/BOPP METALIZADO/FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 100_No valvula_Grado alto_no zipper
1.094,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.04,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.073,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.963,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.104,PET/BOPP METALIZADO/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado alto_no zipper
1.004,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_mayor 70_No valvula_no troquel_no zipper
1.047,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
0.996,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.998,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_No valvula_Grado alto_zipper
1.029,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.146,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.113,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.02,PET/FOIL/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_no zipper
1.008,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.916,PET/FOIL/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.116,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
0.909,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.889,PET MATE/PET METALIZADO/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
0.802,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.002,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.013,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.039,PEADTS-AB_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
1.005,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.003,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
0.964,BOPA/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
0.985,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.082,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
0.928,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 100_No valvula_Grado bajo_zipper
1.043,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.015,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
0.965,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.032,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.014,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.045,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.933,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_NO_mayor 100_nan_nan_nan
0.918,BOPA/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
0.88,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.026,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.99,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.031,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
