Estructura,TipoProducto,TipoBolsa,TipoSellado,GrupoFormato,Impreso,Calibre,Valvula,GradoTroquel,UsoZipper,PorcentajeCumplimiento
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.076
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
PET/BOPP METALIZADO/COEXT. HBA (PE-EVOH),BOLSA,PLANA 2 LAMINAS,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,>100,SI,NO TROQUEL,NO,1.076
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,>100,SI,GRADO ALTO,NO,1.076
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.076
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.076
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,1.076
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
BOPA/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
PET MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET MATE/FOIL/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,1.076
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.076
PET/BOPP METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO BAJO,SI,1.076
BOPP MATE/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/PEBD,BOLSA,PLANA,LATERAL+SEGURIDAD,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
PET/PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,1.077
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,>100,NO,GRADO ALTO,NO,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/BOPP PLANO/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,SI,TROQUEL FORMA,NO,1.077
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.077
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,SI,1.077
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FOIL/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,NO,1.077
PEBD BRILLANTE,BOLSA,PLANA,HILO,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLOW PACK,FLOW PACK,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.077
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PEBD BRILLANTE,BOLSA,PLANA,HILO,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PEADTS,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO BAJO,SI,1.077
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,TROQUEL FORMA,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET MATE/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,<=100,NO,GRADO ALTO,SI,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.077
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.077
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,<=100,SI,NO TROQUEL,NO,1.077
FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,>100,SI,NO TROQUEL,NO,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,>100,SI,NO TROQUEL,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/PET METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.077
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,SI,1.077
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP PLANO/BOPP TERMOSELLABLE,BOLSA,FLOW PACK,VENTRAL,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,1.077
PET MATE/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.077
PET MATE/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP PLANO/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,SI,GRADO ALTO,NO,1.077
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.077
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,SI,GRADO ALTO,NO,1.077
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,1.077
BOPA/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPA/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/PEBD,BOLSA,PLANA,LATERAL+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,SI,1.077
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.077
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.077
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.077
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.077
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
BOPP CAVITADO,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.077
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.077
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,TROQUEL FORMA,NO,1.077
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,1.077
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.077
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.078
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.078
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 5,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.078
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.078
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.078
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.078
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.078
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO BAJO,SI,1.078
